CENTRE_CODE,SCHOOL,LOCALITY,YR3ENR,YR5ENR,YR7ENR,YR9ENR,YR3READMEAN,YR3WRITMEAN,YR3SPELMEAN,YR3GPMEAN,YR3NMCYMEAN,YR5READMEAN,YR5WRITMEAN,YR5SPELMEAN,YR5GPMEAN,YR5NMCYMEAN,YR7READMEAN,YR7WRITMEAN,YR7SPELMEAN,YR7GPMEAN,YR7NMCYMEAN,YR9READMEAN,YR9WRITMEAN,YR9SPELMEAN,YR9GPMEAN,YR9NMCYMEAN,YR3READPCTNMS,YR3WRITPCTNMS,YR3SPELPCTNMS,YR3GPPCTNMS,YR3NMCYPCTNMS,YR5READPCTNMS,YR5WRITPCTNMS,YR5SPELPCTNMS,YR5GPPCTNMS,YR5NMCYPCTNMS,YR7READPCTNMS,YR7WRITPCTNMS,YR7SPELPCTNMS,YR7GPPCTNMS,YR7NMCYPCTNMS,YR9READPCTNMS,YR9WRITPCTNMS,YR9SPELPCTNMS,YR9GPPCTNMS,YR9NMCYPCTNMS
"5180","Earnshaw State College","Banyo ","40","50","30","58","366","352","393","395","357","471","465","474","479","473","520","513","534","524","525","561","523","576","562","560","79%","87%","92%","95%","87%","94%","94%","96%","94%","96%","100%","90%","100%","90%","100%","82%","70%","84%","82%","87%"
"877","East Brisbane State School","East Brisbane ","26","26","13","--","456","423","432","459","422","544","478","508","515","505","543","504","545","550","552","--","--","--","--","--","84%","76%","80%","80%","84%","92%","83%","96%","83%","87%","100%","92%","92%","100%","100%","--","--","--","--","--"
"593","Eatons Hill State School","Eatons Hill ","140","133","98","--","428","402","425","446","402","500","482","481","509","491","566","543","544","559","558","--","--","--","--","--","98%","98%","98%","98%","96%","96%","91%","94%","98%","97%","95%","95%","91%","91%","98%","--","--","--","--","--"
"301","Edens Landing State School","Edens Landing ","109","86","47","--","388","374","399","400","365","488","445","498","494","471","512","485","511","506","526","--","--","--","--","--","89%","92%","92%","92%","94%","88%","85%","94%","91%","88%","96%","93%","85%","91%","98%","--","--","--","--","--"
"235","Edge Hill State School","Edge Hill ","128","136","78","--","425","437","419","439","401","502","474","508","526","498","539","493","549","546","546","--","--","--","--","--","95%","97%","96%","96%","95%","94%","94%","98%","97%","97%","96%","89%","99%","97%","99%","--","--","--","--","--"
"581","Eidsvold State School","Eidsvold ","8","6","5","10","341","353","366","362","340","414","397","428","366","416","498","462","500","484","495","542","487","540","531","533","63%","100%","100%","100%","100%","83%","83%","100%","50%","83%","80%","80%","100%","100%","100%","89%","67%","89%","78%","89%"
"34","Eight Mile Plains State School","Eight Mile Plains ","32","24","14","--","392","348","394","400","367","463","438","483","470","448","528","452","526","497","506","--","--","--","--","--","94%","84%","94%","90%","87%","83%","74%","87%","87%","74%","100%","71%","100%","86%","100%","--","--","--","--","--"
"545","Eimeo Road State School","Mackay ","127","134","--","--","415","396","405","445","405","494","460","481","502","488","--","--","--","--","--","--","--","--","--","--","96%","98%","94%","96%","98%","93%","86%","90%","95%","96%","--","--","--","--","--","--","--","--","--","--"
"1758","El Arish State School","El Arish ","7","6","3","--","428","389","400","394","467","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","100%","100%","100%","100%","100%","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"2183","Elanora State High School","Elanora ","--","--","--","153","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","557","519","561","553","569","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","86%","68%","89%","85%","95%"
"1923","Elanora State School","Elanora ","157","136","115","--","442","410","425","455","419","509","463","503","508","494","562","520","561","559","568","--","--","--","--","--","99%","100%","99%","100%","100%","96%","91%","98%","95%","97%","100%","95%","99%","99%","100%","--","--","--","--","--"
"953","Elimbah State School","Elimbah ","74","72","40","--","388","360","370","397","369","498","450","484","486","473","529","479","518","528","526","--","--","--","--","--","87%","94%","91%","96%","100%","97%","91%","97%","95%","94%","97%","79%","94%","94%","97%","--","--","--","--","--"
"1347","Elliott Heads State School","Elliott Heads Bundaberg ","11","14","6","--","379","341","395","365","374","425","427","455","427","435","495","430","477","492","484","--","--","--","--","--","82%","73%","91%","73%","82%","71%","86%","86%","79%","79%","83%","67%","83%","67%","100%","--","--","--","--","--"
"2288","Emerald Christian College","Emerald  ","22","20","17","12","414","393","408","426","383","488","432","479","489","467","521","462","546","522","517","531","496","512","530","560","95%","100%","100%","95%","100%","89%","79%","95%","84%","100%","94%","71%","88%","88%","94%","91%","55%","73%","73%","100%"
"1904","Emerald North State School","Emerald ","40","40","29","--","408","366","382","375","362","457","409","446","465","444","502","468","494","503","498","--","--","--","--","--","89%","90%","92%","92%","89%","74%","69%","72%","74%","74%","79%","61%","71%","71%","85%","--","--","--","--","--"
"2122","Emerald State High School","Emerald ","--","--","--","152","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","542","501","541","539","556","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","80%","61%","79%","72%","94%"
"354","Emerald State School","Emerald ","48","52","28","--","408","395","389","437","411","466","435","458","473","456","516","502","510","527","524","--","--","--","--","--","92%","98%","98%","98%","98%","88%","78%","92%","92%","90%","96%","93%","92%","96%","100%","--","--","--","--","--"
"367","Emmanuel Catholic Primary School","Mount Pleasant ","81","78","72","--","420","412","405","449","415","492","464","480","514","491","551","516","537","542","563","--","--","--","--","--","99%","100%","100%","99%","100%","96%","92%","92%","96%","99%","100%","95%","97%","97%","100%","--","--","--","--","--"
"5814","Emmanuel College, Carrara","Carrara ","81","116","140","154","467","443","431","470","420","546","518","519","558","531","584","568","574","585","586","619","609","607","630","628","100%","100%","100%","99%","99%","100%","99%","100%","100%","99%","100%","99%","98%","100%","100%","98%","98%","99%","99%","99%"
"2358","Emmaus College","Jimboomba ","88","91","63","145","407","423","403","416","387","490","477","492","499","472","546","492","538","545","546","566","526","565","555","564","98%","100%","99%","99%","100%","95%","98%","96%","98%","95%","100%","93%","98%","94%","100%","95%","75%","93%","90%","100%"
"5408","Emmaus College","North Rockhampton ","--","--","--","245","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","563","536","579","560","575","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92%","80%","94%","89%","99%"
"154","Emu Creek State School","East Greenmount ","2","3","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"473","Emu Park State School","Emu Park ","57","55","26","--","377","366","380","411","381","473","442","447","479","480","514","457","478","481","524","--","--","--","--","--","89%","91%","89%","96%","96%","85%","83%","80%","85%","92%","96%","70%","78%","70%","100%","--","--","--","--","--"
"7107","Endeavour Christian College","Cooktown ","18","12","3","--","381","416","378","409","381","491","474","496","478","446","^","^","^","^","^","--","--","--","--","--","100%","100%","100%","100%","91%","100%","100%","88%","100%","88%","^","^","^","^","^","--","--","--","--","--"
"35","Enoggera State School","Enoggera ","31","21","9","--","431","402","405","450","387","506","435","479","486","507","565","512","542","541","564","--","--","--","--","--","93%","93%","93%","97%","100%","89%","79%","84%","89%","100%","100%","100%","100%","88%","100%","--","--","--","--","--"
"1179","Eromanga State School","Eromanga ","1","--","--","--","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"199","Esk State School","Esk ","28","20","12","--","371","347","348","352","362","490","416","455","491","467","521","494","529","509","489","--","--","--","--","--","71%","89%","86%","82%","79%","75%","70%","70%","70%","65%","100%","100%","100%","100%","100%","--","--","--","--","--"
"731","Eton North State School","North Eton ","--","--","2","--","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--"
"310","Eton State School","Eton ","11","9","3","--","482","395","414","451","526","472","449","487","487","479","^","^","^","^","^","--","--","--","--","--","100%","100%","100%","100%","100%","100%","89%","100%","100%","100%","^","^","^","^","^","--","--","--","--","--"
"682","Eudlo State School","Eudlo ","10","6","6","--","376","377","340","371","360","474","455","449","455","462","^","^","^","^","^","--","--","--","--","--","100%","100%","89%","89%","89%","100%","100%","60%","80%","100%","^","^","^","^","^","--","--","--","--","--"
"222","Eulo State School","Eulo ","3","2","2","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"698","Eumundi State School","Eumundi ","83","69","54","--","422","395","403","442","408","522","474","509","530","507","573","541","555","595","597","--","--","--","--","--","95%","100%","96%","99%","99%","98%","98%","98%","95%","98%","100%","98%","98%","100%","100%","--","--","--","--","--"
"1353","Eungella State School","Dalrymple Heights Via Mackay ","7","5","4","--","374","346","323","378","391","525","435","454","527","531","^","^","^","^","^","--","--","--","--","--","83%","100%","100%","100%","100%","100%","80%","100%","100%","100%","^","^","^","^","^","--","--","--","--","--"
"2061","Everton Park State High School","Everton Park ","--","--","--","44","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","538","490","542","533","551","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","74%","58%","70%","68%","87%"
"1185","Everton Park State School","Everton Park ","61","63","25","--","424","391","408","426","410","519","474","507","522","491","608","562","557","596","569","--","--","--","--","--","91%","97%","95%","95%","91%","97%","86%","96%","96%","97%","100%","91%","92%","100%","100%","--","--","--","--","--"
"5473","Fairholme College","Toowoomba ","23","31","45","104","501","432","440","519","421","560","497","530","582","532","582","548","571","597","569","613","599","604","628","622","96%","100%","96%","96%","96%","100%","97%","100%","100%","100%","100%","100%","100%","98%","100%","99%","96%","98%","97%","100%"
"1751","Fairview Heights State School","Toowoomba ","81","68","44","--","395","372","396","394","381","492","425","477","489","471","511","458","510","500","515","--","--","--","--","--","82%","86%","87%","86%","86%","89%","67%","89%","86%","86%","91%","68%","84%","82%","91%","--","--","--","--","--"
"736","Faith Baptist Christian School (Gladstone)","Burua ","4","8","10","8","^","^","^","^","^","475","459","518","519","439","^","^","^","^","^","599","585","642","635","636","^","^","^","^","^","100%","75%","88%","88%","100%","^","^","^","^","^","100%","80%","100%","100%","100%"
"8013","Faith Christian School of Distance Education","Karawatha ","40","46","26","29","420","366","375","428","375","529","473","516","575","511","^","^","^","^","^","618","559","581","604","608","100%","100%","100%","100%","100%","92%","85%","92%","92%","92%","^","^","^","^","^","100%","86%","100%","100%","100%"
"2222","Faith Lutheran College","Plainland ","--","--","--","133","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","554","520","545","543","560","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93%","73%","82%","84%","97%"
"5312","Faith Lutheran College - Redlands","Victoria Point  ","--","--","78","107","--","--","--","--","--","--","--","--","--","--","535","500","525","540","529","579","557","573","572","586","--","--","--","--","--","--","--","--","--","--","99%","96%","95%","96%","99%","96%","85%","94%","95%","98%"
"5763","Faith Lutheran College - Redlands (Link Road Campus)","Victoria Point ","73","72","--","--","447","421","420","468","435","518","460","477","515","479","--","--","--","--","--","--","--","--","--","--","100%","99%","99%","100%","100%","100%","92%","98%","100%","97%","--","--","--","--","--","--","--","--","--","--"
"1172","Farleigh State School","Farleigh ","3","9","--","--","^","^","^","^","^","447","454","409","472","474","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","89%","100%","67%","100%","89%","--","--","--","--","--","--","--","--","--","--"
"1027","Farnborough State School","Farnborough Via Yeppoon ","38","41","29","--","426","385","413","438","410","504","462","486","499","481","554","541","528","552","545","--","--","--","--","--","97%","94%","97%","100%","100%","97%","87%","97%","95%","95%","96%","100%","96%","96%","96%","--","--","--","--","--"
"1205","Federal State School","Pomona ","13","9","10","--","476","423","418","483","487","494","487","519","513","485","565","556","582","578","557","--","--","--","--","--","100%","100%","100%","100%","100%","100%","100%","100%","100%","89%","100%","100%","100%","100%","100%","--","--","--","--","--"
"810","Feluga State School","Feluga Via Tully ","2","2","1","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"170","Fernvale State School","Fernvale ","73","74","65","--","388","375","384","416","376","518","456","501","516","473","553","507","535","547","559","--","--","--","--","--","86%","94%","90%","91%","92%","90%","81%","93%","90%","92%","93%","81%","89%","91%","97%","--","--","--","--","--"
"2148","Ferny Grove State High School","Ferny Grove ","--","--","--","310","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","581","546","572","578","582","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93%","79%","90%","92%","96%"
"227","Ferny Grove State School","Ferny Grove ","100","102","72","--","418","392","409","426","401","496","443","490","501","478","560","529","534","552","548","--","--","--","--","--","96%","97%","97%","95%","98%","91%","82%","92%","91%","90%","100%","91%","93%","94%","99%","--","--","--","--","--"
"250","Ferny Hills State School","Ferny Hills ","65","49","32","--","405","364","390","405","374","503","455","496","504","479","540","516","556","541","551","--","--","--","--","--","92%","90%","92%","94%","92%","100%","92%","96%","98%","96%","100%","97%","97%","97%","100%","--","--","--","--","--"
"36","Fig Tree Pocket State School","Fig Tree Pocket ","54","72","35","--","499","459","461","522","470","567","516","530","586","550","594","564","580","608","605","--","--","--","--","--","100%","100%","100%","100%","100%","100%","99%","100%","100%","100%","100%","100%","100%","100%","100%","--","--","--","--","--"
"1175","Finch Hatton State School","Finch Hatton ","6","8","7","--","385","349","352","378","335","512","448","432","439","455","532","490","547","543","503","--","--","--","--","--","83%","100%","83%","100%","100%","100%","83%","83%","83%","100%","100%","86%","100%","86%","100%","--","--","--","--","--"
"1883","Fitzgerald State School","Mackay North ","97","98","69","--","403","402","390","421","393","483","454","474","495","467","551","521","552","555","554","--","--","--","--","--","98%","96%","96%","98%","97%","93%","89%","90%","92%","91%","98%","97%","97%","97%","97%","--","--","--","--","--"
"489","Flagstone Creek State School","Flagstone Creek Via Helidon ","8","6","7","--","411","378","367","406","404","418","435","430","444","397","491","490","479","479","511","--","--","--","--","--","100%","100%","86%","100%","100%","80%","80%","80%","80%","60%","100%","100%","86%","71%","100%","--","--","--","--","--"
"2323","Flagstone State Community College","Flagstone ","--","--","--","170","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","547","512","552","536","554","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","85%","69%","89%","81%","94%"
"471","Flagstone State School","Flagstone ","89","78","71","--","374","384","370","390","358","446","426","463","453","441","526","497","522","516","522","--","--","--","--","--","88%","99%","95%","94%","94%","89%","81%","92%","93%","89%","95%","89%","97%","92%","100%","--","--","--","--","--"
"845","Flying Fish Point State School","Flying Fish Point ","12","12","10","--","445","413","476","454","427","484","440","470","471","473","498","461","496","513","501","--","--","--","--","--","100%","100%","100%","100%","100%","91%","82%","91%","91%","91%","90%","90%","100%","90%","100%","--","--","--","--","--"
"697","Forest Hill State School","Forest Hill ","25","22","10","--","395","343","369","396","365","484","447","434","492","459","551","466","536","523","543","--","--","--","--","--","88%","88%","96%","92%","88%","90%","90%","81%","95%","90%","100%","78%","89%","89%","89%","--","--","--","--","--"
"1726","Forest Lake State High School","Forest Lake ","--","--","--","265","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","567","554","587","565","580","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92%","83%","91%","87%","96%"
"1998","Forest Lake State School","Forest Lake ","123","139","78","--","425","414","450","453","409","505","481","503","510","491","556","511","565","567","572","--","--","--","--","--","99%","98%","98%","98%","97%","96%","92%","95%","92%","94%","96%","85%","95%","88%","97%","--","--","--","--","--"
"1897","Forrest Beach State School","Allingham ","5","8","3","--","386","409","392","391","359","527","467","507","532","483","^","^","^","^","^","--","--","--","--","--","100%","100%","100%","100%","100%","100%","88%","100%","100%","100%","^","^","^","^","^","--","--","--","--","--"
"523","Forsayth State School","Forsayth ","1","1","1","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"5","Fraser Coast Anglican College","Hervey Bay ","46","43","43","73","432","399","409","439","412","509","495","514","534","504","580","538","564","579","580","620","587","605","609","634","98%","98%","100%","98%","98%","95%","98%","98%","100%","95%","100%","95%","98%","95%","100%","99%","91%","96%","99%","100%"
"40","Freestone State School","Freestone Via Warwick ","8","7","2","--","405","385","397","459","432","476","496","480","531","501","^","^","^","^","^","--","--","--","--","--","75%","100%","100%","88%","100%","86%","100%","100%","86%","100%","^","^","^","^","^","--","--","--","--","--"
"940","Frenchville State School","North Rockhampton ","143","110","88","--","430","420","423","457","421","521","471","504","527","499","525","480","520","530","532","--","--","--","--","--","98%","99%","97%","99%","98%","96%","94%","92%","97%","92%","93%","79%","90%","92%","95%","--","--","--","--","--"
"5887","Freshwater Christian College","Brinsmead ","38","38","22","42","470","403","445","450","433","523","443","481","505","496","527","479","516","526","510","590","554","611","590","583","100%","100%","100%","100%","100%","97%","86%","92%","94%","94%","95%","85%","90%","90%","95%","100%","92%","100%","97%","100%"
"1812","Freshwater State School","Freshwater ","109","73","54","--","434","381","415","431","407","519","468","493","519","495","573","492","548","555","571","--","--","--","--","--","97%","94%","97%","95%","97%","89%","88%","96%","93%","96%","96%","87%","96%","92%","100%","--","--","--","--","--"
"84","Gabbinbar State School","Toowoomba ","55","40","34","--","427","377","393","416","393","510","460","479","485","487","524","444","507","521","506","--","--","--","--","--","91%","89%","80%","89%","91%","83%","85%","85%","80%","90%","97%","68%","88%","91%","94%","--","--","--","--","--"
"1434","Garbutt State School","Garbutt ","16","17","12","--","319","323","313","318","313","414","377","401","398","386","454","364","468","442","436","--","--","--","--","--","80%","87%","67%","87%","87%","57%","31%","54%","62%","50%","73%","33%","75%","58%","45%","--","--","--","--","--"
"1460","Gargett State School","Gargett ","--","3","1","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"41","Gatton State School","Gatton ","61","86","37","--","387","380","375","392","373","465","416","462","473","468","515","464","509","497","503","--","--","--","--","--","82%","81%","77%","82%","89%","75%","61%","75%","75%","80%","88%","74%","76%","76%","88%","--","--","--","--","--"
"1752","Gaven State School","Oxenford ","86","78","42","--","364","342","370","384","348","476","427","477","489","469","538","506","541","541","548","--","--","--","--","--","83%","88%","87%","95%","87%","91%","75%","90%","92%","91%","97%","91%","92%","97%","97%","--","--","--","--","--"
"42","Gayndah State School","Gayndah ","28","17","24","--","329","360","322","332","398","479","469","461","499","488","534","507","520","547","560","--","--","--","--","--","79%","100%","83%","78%","100%","100%","100%","92%","100%","100%","100%","95%","89%","95%","100%","--","--","--","--","--"
"1257","Geebung State School","Geebung ","38","40","28","--","463","409","441","479","417","512","467","492","517","493","549","507","549","547","542","--","--","--","--","--","100%","100%","100%","100%","100%","95%","89%","92%","95%","97%","89%","82%","89%","89%","93%","--","--","--","--","--"
"54","Geham State School","Cabarlah ","18","13","9","--","433","364","368","423","402","524","462","470","514","505","494","423","475","525","532","--","--","--","--","--","94%","94%","94%","100%","100%","92%","100%","83%","92%","100%","88%","50%","75%","100%","100%","--","--","--","--","--"
"5592","Genesis Christian College","Bray Park ","109","114","111","114","447","420","428","458","416","522","486","514","539","504","571","542","562","581","576","599","580","598","604","615","99%","99%","100%","100%","100%","99%","95%","99%","99%","99%","97%","98%","99%","98%","99%","100%","93%","97%","98%","100%"
"178","Georgetown State School","Georgetown ","4","4","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"5328","Gilroy Santa Maria College","Ingham ","--","--","--","65","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","575","553","587","567","587","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","98%","83%","97%","95%","100%"
"50","Gilston State School","Gilston ","87","74","41","--","417","396","404","436","392","499","445","473","497","463","549","516","541","555","547","--","--","--","--","--","93%","96%","95%","98%","94%","92%","84%","89%","89%","86%","100%","95%","98%","98%","98%","--","--","--","--","--"
"2131","Gin Gin State High School","Gin Gin ","--","--","--","109","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","563","528","559","553","569","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","88%","70%","84%","84%","96%"
"298","Gin Gin State School","Gin Gin ","47","45","38","--","401","380","392","405","382","456","412","458","442","454","524","490","508","526","540","--","--","--","--","--","91%","93%","91%","98%","100%","90%","72%","95%","90%","90%","91%","84%","84%","88%","97%","--","--","--","--","--"
"709","Gindie State School","Gindie ","4","3","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"1258","Giru State School","Giru ","7","9","7","--","302","348","301","342","330","482","442","519","506","482","529","504","518","509","525","--","--","--","--","--","71%","100%","86%","100%","86%","100%","100%","89%","89%","100%","86%","100%","100%","71%","100%","--","--","--","--","--"
"749","Givelda State School","Pine Creek Via Bundaberg ","--","1","1","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"44","Gladstone Central State School","Gladstone ","38","36","25","--","412","397","410","437","404","512","469","483","513","496","538","527","534","532","540","--","--","--","--","--","84%","92%","87%","87%","92%","97%","94%","89%","100%","100%","96%","100%","96%","100%","100%","--","--","--","--","--"
"825","Gladstone South State School","Gladstone ","37","32","13","--","376","349","360","367","369","466","418","477","472","465","496","380","501","470","489","--","--","--","--","--","81%","88%","81%","91%","90%","97%","83%","90%","86%","93%","100%","50%","60%","90%","100%","--","--","--","--","--"
"2030","Gladstone State High School","Gladstone ","--","--","--","281","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","553","517","568","550","570","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","87%","68%","88%","84%","95%"
"740","Gladstone West State School","Gladstone ","89","86","48","--","407","367","410","415","402","482","453","484","494","470","530","499","536","532","519","--","--","--","--","--","92%","90%","88%","92%","98%","92%","80%","89%","91%","96%","98%","89%","96%","91%","100%","--","--","--","--","--"
"149","Glamorgan Vale State School","Glamorgan Vale ","10","2","2","--","410","365","375","439","383","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","90%","90%","90%","90%","90%","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"1242","Glass House Mountains State School","Glass House Mountains ","61","57","34","--","400","383","378","388","377","501","478","498","497","485","526","489","531","535","542","--","--","--","--","--","96%","100%","93%","93%","98%","92%","98%","96%","92%","96%","91%","80%","90%","81%","91%","--","--","--","--","--"
"2257","Glasshouse Christian College","Beerwah ","77","59","55","77","425","391","394","420","394","507","472","494","515","495","542","492","532","526","535","569","525","569","555","577","96%","99%","94%","96%","99%","95%","95%","98%","95%","97%","100%","88%","94%","96%","100%","94%","75%","91%","93%","100%"
"544","Glen Aplin State School","Glen Aplin ","8","13","8","--","404","387","402","412","397","463","461","461","498","493","518","494","520","483","520","--","--","--","--","--","88%","88%","88%","88%","100%","85%","85%","85%","100%","100%","88%","100%","88%","88%","100%","--","--","--","--","--"
"1592","Glenala State High School","Inala Heights ","--","--","--","131","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","533","499","556","531","551","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","82%","63%","86%","75%","97%"
"1918","Glenden State School","Glenden ","22","21","13","12","452","402","429","459","402","468","464","499","480","464","533","519","561","559","580","550","540","581","561","569","91%","95%","95%","95%","95%","95%","89%","100%","100%","95%","92%","85%","92%","92%","92%","92%","92%","75%","100%","100%"
"1006","Gleneagle State School","Gleneagle ","17","22","14","--","380","343","372","387","360","475","427","450","464","448","515","474","532","484","483","--","--","--","--","--","87%","88%","100%","94%","94%","91%","86%","91%","86%","95%","100%","77%","100%","85%","92%","--","--","--","--","--"
"313","Glenella State School","Glenella ","18","22","10","--","432","444","420","456","424","513","481","481","493","490","545","502","547","550","539","--","--","--","--","--","100%","94%","89%","94%","100%","100%","95%","95%","86%","95%","100%","100%","100%","100%","100%","--","--","--","--","--"
"2028","Glenmore State High School","North Rockhampton ","--","--","37","116","--","--","--","--","--","--","--","--","--","--","478","424","502","475","483","532","471","541","520","538","--","--","--","--","--","--","--","--","--","--","90%","50%","93%","80%","97%","74%","42%","80%","68%","94%"
"574","Glenmore State School","Rockhampton North ","52","70","--","--","370","394","389","377","348","425","411","440","417","414","--","--","--","--","--","--","--","--","--","--","87%","88%","89%","91%","86%","76%","71%","75%","68%","69%","--","--","--","--","--","--","--","--","--","--"
"917","Glenmorgan State School","Glenmorgan ","2","3","2","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"770","Glennie Heights State School","Glennie Heights Warwick ","24","19","9","--","332","295","322","352","312","459","409","446","438","431","528","465","502","550","534","--","--","--","--","--","68%","76%","71%","90%","78%","76%","67%","88%","88%","75%","86%","86%","71%","86%","86%","--","--","--","--","--"
"1089","Glenore Grove State School","Glenore Grove ","12","22","8","--","335","290","319","335","328","441","433","455","445","439","491","429","512","480","483","--","--","--","--","--","88%","67%","78%","78%","78%","81%","68%","85%","85%","76%","63%","38%","75%","63%","75%","--","--","--","--","--"
"741","Glenvale Christian School (Toowoomba)","Toowoomba ","12","8","4","--","456","344","421","461","410","498","473","512","492","455","^","^","^","^","^","--","--","--","--","--","100%","92%","100%","100%","100%","100%","100%","100%","100%","100%","^","^","^","^","^","--","--","--","--","--"
"126","Glenvale State School","Toowoomba ","103","91","52","--","421","417","404","428","397","500","449","492","512","481","517","481","514","514","514","--","--","--","--","--","100%","97%","98%","96%","98%","94%","89%","98%","94%","98%","94%","82%","92%","94%","98%","--","--","--","--","--"
"337","Glenview State School","Glenview Via Mooloolah ","38","29","19","--","453","444","416","462","456","535","493","497","541","510","541","535","534","548","562","--","--","--","--","--","100%","100%","97%","100%","100%","100%","96%","92%","96%","92%","100%","95%","95%","95%","100%","--","--","--","--","--"
"1617","Glenwood State School","Glenwood ","11","13","12","--","375","356","376","397","404","490","433","491","494","492","530","510","544","520","518","--","--","--","--","--","89%","90%","100%","100%","100%","70%","60%","70%","80%","67%","82%","82%","82%","82%","80%","--","--","--","--","--"
"552","Gogango State School","Gogango ","1","--","1","--","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--"
"5477","Gold Coast Christian College","Reedy Creek  ","28","18","18","15","423","403","403","435","406","524","502","516","525","500","517","510","540","539","553","568","524","554","534","571","100%","100%","100%","100%","96%","94%","94%","94%","100%","94%","92%","93%","100%","93%","92%","93%","86%","85%","85%","92%"
"1920","Golden Beach State School","Golden Beach ","81","89","48","--","404","392","410","422","400","496","477","494","500","485","554","505","543","547","550","--","--","--","--","--","97%","97%","99%","99%","100%","97%","95%","95%","95%","96%","100%","97%","95%","92%","97%","--","--","--","--","--"
"407","Gooburrum State School","Gooburrum Via Bundaberg ","20","20","7","--","388","369","384","387","397","469","429","466","472","462","514","543","510","522","542","--","--","--","--","--","94%","100%","89%","89%","100%","95%","78%","90%","95%","100%","100%","100%","100%","83%","100%","--","--","--","--","--"
"5437","Good Counsel College","Innisfail ","--","--","--","133","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","569","555","579","570","597","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93%","89%","97%","93%","99%"
