snapshot_date,snapshot_month,loan_id,state,lvr_band,borrower_type,property_type,employment_type,lender,arrears_bucket,days_in_arrears,arrears_amount,loan_amount
2022-09-01,Sep 2022,LMI11641,NSW,95%+,Owner Occupier,House,Self-Employed,Bendigo Bank,30,18,4481.86,1366200
2022-09-01,Sep 2022,LMI11644,VIC,95%+,Owner Occupier,House,Self-Employed,Westpac,60,73,10349.93,1197900
2022-09-01,Sep 2022,LMI11662,NSW,90-95%,First Home Buyer,House,PAYG,Commonwealth Bank,60,68,3137.2,1537900
2022-09-01,Sep 2022,LMI11734,NSW,95%+,Refinancer,House,Self-Employed,ANZ,30,34,2964.31,809500
2022-09-01,Sep 2022,LMI11740,NSW,80-85%,Owner Occupier,Townhouse,Contract,Commonwealth Bank,30,42,5598.48,962400
2022-09-01,Sep 2022,LMI11758,VIC,95%+,Owner Occupier,House,PAYG,Bank of Queensland,60,57,8925.36,1111800
2022-09-01,Sep 2022,LMI11863,NSW,95%+,First Home Buyer,House,Self-Employed,AMP Bank,30,33,7101.37,1735400
2022-09-01,Sep 2022,LMI11887,QLD,95%+,First Home Buyer,House,PAYG,ANZ,30,25,6511.88,860500
2022-09-01,Sep 2022,LMI11888,WA,85-90%,First Home Buyer,House,PAYG,Westpac,90,80,3791.57,687800
2022-09-01,Sep 2022,LMI11927,NSW,95%+,First Home Buyer,House,PAYG,NAB,90,83,9252.83,1112200
2022-09-01,Sep 2022,LMI11953,VIC,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,30,42,7100.32,1040000
2022-09-01,Sep 2022,LMI11977,NSW,90-95%,First Home Buyer,Apartment,PAYG,Bendigo Bank,30,43,4602.55,727600
2022-09-01,Sep 2022,LMI11980,VIC,90-95%,Owner Occupier,House,PAYG,Westpac,30,24,2774.12,1211300
2022-10-01,Oct 2022,LMI10040,TAS,90-95%,Investor,House,PAYG,ING,30,35,1284.93,314600
2022-10-01,Oct 2022,LMI10113,WA,90-95%,First Home Buyer,Townhouse,Self-Employed,ANZ,30,43,1389.49,452900
2022-10-01,Oct 2022,LMI10116,ACT,90-95%,First Home Buyer,House,Self-Employed,ANZ,60,68,9091.06,1021900
2022-10-01,Oct 2022,LMI10175,QLD,80-85%,Owner Occupier,Apartment,PAYG,Westpac,30,37,4074.24,490400
2022-10-01,Oct 2022,LMI10176,NSW,90-95%,Investor,Townhouse,PAYG,Commonwealth Bank,30,41,4457.38,709000
2022-10-01,Oct 2022,LMI10469,WA,90-95%,Owner Occupier,Townhouse,PAYG,Macquarie,30,31,1282.16,485200
2022-10-01,Oct 2022,LMI10509,NSW,90-95%,First Home Buyer,Townhouse,PAYG,Commonwealth Bank,30,41,4463.92,692100
2022-10-01,Oct 2022,LMI10515,VIC,90-95%,Investor,House,PAYG,ING,60,59,5320.93,743700
2022-10-01,Oct 2022,LMI10524,VIC,90-95%,First Home Buyer,House,PAYG,Bendigo Bank,30,40,8080.21,1003200
2022-10-01,Oct 2022,LMI10552,NSW,90-95%,First Home Buyer,House,PAYG,Macquarie,60,48,9152.02,1151700
2022-10-01,Oct 2022,LMI10630,VIC,90-95%,First Home Buyer,Apartment,PAYG,Macquarie,30,29,6217.31,982300
2022-10-01,Oct 2022,LMI10655,QLD,90-95%,Owner Occupier,Apartment,Self-Employed,Westpac,30,30,2738.96,769400
2022-10-01,Oct 2022,LMI10733,QLD,85-90%,Investor,Apartment,PAYG,Macquarie,60,54,3878.34,502300
2022-10-01,Oct 2022,LMI10754,WA,95%+,Investor,House,PAYG,ANZ,30,19,3760.01,657900
2022-10-01,Oct 2022,LMI10765,VIC,90-95%,Owner Occupier,House,PAYG,Macquarie,30,34,5583.32,1131600
2022-10-01,Oct 2022,LMI10798,QLD,95%+,Owner Occupier,Apartment,PAYG,Westpac,30,26,3689.98,415600
2022-10-01,Oct 2022,LMI11149,NSW,90-95%,Owner Occupier,House,Self-Employed,Commonwealth Bank,30,34,10103.39,1418800
2022-10-01,Oct 2022,LMI11342,SA,85-90%,Investor,House,PAYG,Commonwealth Bank,60,54,971.54,387400
2022-10-01,Oct 2022,LMI11395,NSW,90-95%,Refinancer,Apartment,PAYG,Commonwealth Bank,30,19,8231.15,985400
2022-10-01,Oct 2022,LMI11447,VIC,90-95%,Refinancer,Apartment,PAYG,ANZ,60,61,4308.23,704900
2022-10-01,Oct 2022,LMI11535,QLD,90-95%,Investor,Apartment,Self-Employed,ANZ,30,22,2561.51,518100
2022-10-01,Oct 2022,LMI11551,VIC,80-85%,First Home Buyer,Townhouse,PAYG,ANZ,30,33,8252.68,1009100
2022-10-01,Oct 2022,LMI11672,QLD,95%+,Investor,House,PAYG,Commonwealth Bank,60,61,2128.98,449800
2022-10-01,Oct 2022,LMI11703,NSW,80-85%,First Home Buyer,House,PAYG,Westpac,60,71,3139.6,1029600
2022-10-01,Oct 2022,LMI11747,NSW,85-90%,Investor,Apartment,Contract,Westpac,30,39,3353.54,1159500
2022-10-01,Oct 2022,LMI11825,NSW,85-90%,Owner Occupier,Apartment,PAYG,Commonwealth Bank,30,45,2834.68,818400
2022-10-01,Oct 2022,LMI11857,VIC,85-90%,Owner Occupier,House,PAYG,ANZ,30,21,8403.54,950600
2022-10-01,Oct 2022,LMI11953,VIC,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,60,68,2617.53,1040000
2022-11-01,Nov 2022,LMI10104,NSW,90-95%,First Home Buyer,Townhouse,PAYG,ANZ,60,49,4226.45,698100
2022-11-01,Nov 2022,LMI10128,NSW,90-95%,First Home Buyer,House,PAYG,ANZ,30,42,10295.49,1237100
2022-11-01,Nov 2022,LMI10154,NT,85-90%,First Home Buyer,House,PAYG,Westpac,30,35,1899.14,371900
2022-11-01,Nov 2022,LMI10176,NSW,90-95%,Investor,Townhouse,PAYG,Commonwealth Bank,90,82,4690.37,709000
2022-11-01,Nov 2022,LMI10189,VIC,95%+,Investor,Townhouse,PAYG,Bendigo Bank,30,23,3750.33,791600
2022-11-01,Nov 2022,LMI10240,VIC,95%+,First Home Buyer,Apartment,Contract,Commonwealth Bank,30,26,5860.22,1042300
2022-11-01,Nov 2022,LMI10284,QLD,85-90%,Investor,Apartment,PAYG,ING,30,17,3246.06,435300
2022-11-01,Nov 2022,LMI10295,VIC,90-95%,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,17,8881.56,1055500
2022-11-01,Nov 2022,LMI10339,NSW,85-90%,Owner Occupier,House,Self-Employed,Bank of Queensland,30,34,5578.1,1417900
2022-11-01,Nov 2022,LMI10349,NSW,85-90%,First Home Buyer,House,PAYG,ANZ,30,24,3172.81,1101300
2022-11-01,Nov 2022,LMI10413,VIC,90-95%,Owner Occupier,Apartment,Contract,Westpac,30,35,2633.28,559000
2022-11-01,Nov 2022,LMI10495,NSW,85-90%,First Home Buyer,House,PAYG,Bank of Queensland,60,49,3899.46,878700
2022-11-01,Nov 2022,LMI10564,NSW,90-95%,First Home Buyer,House,PAYG,Commonwealth Bank,30,31,9255.84,1453100
2022-11-01,Nov 2022,LMI10580,QLD,90-95%,Owner Occupier,House,Contract,Westpac,60,60,2234.79,412200
2022-11-01,Nov 2022,LMI10702,SA,95%+,Owner Occupier,Apartment,PAYG,Commonwealth Bank,60,65,3932.52,676600
2022-11-01,Nov 2022,LMI10766,TAS,90-95%,Owner Occupier,Apartment,PAYG,Macquarie,60,66,1857.52,543500
2022-11-01,Nov 2022,LMI10800,VIC,90-95%,First Home Buyer,Apartment,Self-Employed,Macquarie,30,36,5899.69,1000700
2022-11-01,Nov 2022,LMI10839,NSW,85-90%,First Home Buyer,House,PAYG,Westpac,90+,141,4133.72,1253400
2022-11-01,Nov 2022,LMI10870,WA,85-90%,First Home Buyer,House,PAYG,Bendigo Bank,60,74,2213.49,610500
2022-11-01,Nov 2022,LMI10877,WA,90-95%,Investor,House,Self-Employed,Macquarie,30,43,4457.47,530400
2022-11-01,Nov 2022,LMI10884,WA,85-90%,Investor,House,PAYG,NAB,30,29,3554.25,586800
2022-11-01,Nov 2022,LMI11005,VIC,90-95%,Owner Occupier,House,Contract,ANZ,30,41,6632.66,864800
2022-11-01,Nov 2022,LMI11053,VIC,90-95%,Investor,House,Self-Employed,Commonwealth Bank,90,86,2318.03,536700
2022-11-01,Nov 2022,LMI11063,SA,90-95%,First Home Buyer,House,PAYG,ANZ,90,80,2064.66,362900
2022-11-01,Nov 2022,LMI11176,QLD,90-95%,First Home Buyer,House,PAYG,Commonwealth Bank,30,29,3179.89,436100
2022-11-01,Nov 2022,LMI11186,NSW,90-95%,Owner Occupier,House,Self-Employed,ANZ,30,26,4780.67,738800
2022-11-01,Nov 2022,LMI11237,WA,85-90%,Owner Occupier,House,Self-Employed,Westpac,60,71,2261.97,694000
2022-11-01,Nov 2022,LMI11333,QLD,95%+,First Home Buyer,Apartment,PAYG,NAB,30,44,4049.33,475200
2022-11-01,Nov 2022,LMI11447,VIC,90-95%,Refinancer,Apartment,PAYG,ANZ,30,37,2673.97,704900
2022-11-01,Nov 2022,LMI11478,NSW,90-95%,Owner Occupier,House,PAYG,NAB,90,78,3826.46,1082800
2022-11-01,Nov 2022,LMI11490,VIC,85-90%,Refinancer,Apartment,PAYG,Commonwealth Bank,60,49,5296.63,912800
2022-11-01,Nov 2022,LMI11530,NSW,85-90%,First Home Buyer,House,Self-Employed,ANZ,30,27,4021.26,643000
2022-11-01,Nov 2022,LMI11586,NSW,95%+,Owner Occupier,Apartment,PAYG,NAB,60,65,12454.7,1696800
2022-11-01,Nov 2022,LMI11630,WA,95%+,First Home Buyer,House,Self-Employed,Commonwealth Bank,30,17,1946.65,515300
2022-11-01,Nov 2022,LMI11758,VIC,95%+,Owner Occupier,House,PAYG,Bank of Queensland,30,16,4275.8,1111800
2022-11-01,Nov 2022,LMI11814,VIC,90-95%,Investor,House,PAYG,Commonwealth Bank,30,31,4502.15,1112900
2022-11-01,Nov 2022,LMI11872,VIC,80-85%,Owner Occupier,Apartment,PAYG,Commonwealth Bank,60,69,6508.5,911600
2022-11-01,Nov 2022,LMI11875,VIC,90-95%,Investor,Apartment,PAYG,Macquarie,30,29,2655.04,578800
2022-12-01,Dec 2022,LMI10001,NSW,90-95%,Investor,House,PAYG,Westpac,90+,172,3456.64,1258000
2022-12-01,Dec 2022,LMI10006,VIC,85-90%,First Home Buyer,House,PAYG,NAB,30,16,4897.63,560300
2022-12-01,Dec 2022,LMI10012,NSW,95%+,Owner Occupier,House,PAYG,ANZ,30,18,3394.58,996400
2022-12-01,Dec 2022,LMI10029,SA,90-95%,First Home Buyer,Apartment,PAYG,Commonwealth Bank,90+,105,4222.34,472600
2022-12-01,Dec 2022,LMI10076,QLD,90-95%,First Home Buyer,House,Self-Employed,Commonwealth Bank,30,24,2705.68,778700
2022-12-01,Dec 2022,LMI10202,QLD,90-95%,First Home Buyer,Townhouse,Contract,Commonwealth Bank,60,63,6246.21,759300
2022-12-01,Dec 2022,LMI10209,NSW,90-95%,First Home Buyer,House,PAYG,ING,30,25,4317.76,834900
2022-12-01,Dec 2022,LMI10322,NSW,80-85%,Investor,Apartment,PAYG,Westpac,30,27,4127.53,631400
2022-12-01,Dec 2022,LMI10361,WA,85-90%,Owner Occupier,House,Self-Employed,NAB,30,17,3436.46,539400
2022-12-01,Dec 2022,LMI10402,VIC,90-95%,First Home Buyer,House,PAYG,Commonwealth Bank,30,36,3662.54,657500
2022-12-01,Dec 2022,LMI10404,NSW,90-95%,Owner Occupier,House,Contract,NAB,90,80,6337.57,1112600
2022-12-01,Dec 2022,LMI10414,WA,95%+,Investor,Apartment,PAYG,NAB,30,41,3020.41,512900
2022-12-01,Dec 2022,LMI10446,NSW,95%+,Owner Occupier,Apartment,Contract,NAB,90,76,7854.62,1390600
2022-12-01,Dec 2022,LMI10449,NSW,80-85%,Owner Occupier,House,PAYG,Westpac,30,31,8067.16,1392600
2022-12-01,Dec 2022,LMI10470,VIC,85-90%,Owner Occupier,House,PAYG,Macquarie,30,21,3104.69,780400
2022-12-01,Dec 2022,LMI10478,VIC,90-95%,First Home Buyer,Apartment,Contract,Westpac,30,41,6007.33,835800
2022-12-01,Dec 2022,LMI10535,NSW,85-90%,Investor,House,PAYG,NAB,30,19,10464.63,1199300
2022-12-01,Dec 2022,LMI10594,NSW,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,60,64,4013.7,1320100
2022-12-01,Dec 2022,LMI10637,VIC,85-90%,Investor,House,Self-Employed,Commonwealth Bank,30,33,3747.28,588700
2022-12-01,Dec 2022,LMI10707,ACT,85-90%,Investor,House,PAYG,Suncorp,30,25,6386.95,799700
2022-12-01,Dec 2022,LMI10713,WA,90-95%,First Home Buyer,House,Self-Employed,ANZ,30,22,1782.31,388900
2022-12-01,Dec 2022,LMI10783,VIC,90-95%,First Home Buyer,Apartment,PAYG,ING,30,43,6442.56,737700
2022-12-01,Dec 2022,LMI10866,VIC,95%+,Owner Occupier,House,Contract,Commonwealth Bank,30,15,4969.13,848100
2022-12-01,Dec 2022,LMI11079,QLD,95%+,Refinancer,House,PAYG,Westpac,30,34,3099.43,781600
2022-12-01,Dec 2022,LMI11186,NSW,90-95%,Owner Occupier,House,Self-Employed,ANZ,60,68,2848.95,738800
2022-12-01,Dec 2022,LMI11298,SA,90-95%,First Home Buyer,Townhouse,PAYG,Bendigo Bank,60,68,2729.94,418100
2022-12-01,Dec 2022,LMI11303,SA,95%+,First Home Buyer,House,Contract,Westpac,90+,152,1015.59,402200
2022-12-01,Dec 2022,LMI11307,NSW,95%+,First Home Buyer,House,PAYG,Bendigo Bank,30,40,5215.77,1066500
2022-12-01,Dec 2022,LMI11382,NSW,85-90%,Owner Occupier,House,PAYG,ANZ,30,32,9010.49,1231800
2022-12-01,Dec 2022,LMI11474,NSW,85-90%,Owner Occupier,Apartment,PAYG,NAB,30,35,5026.78,1056700
2022-12-01,Dec 2022,LMI11589,NSW,85-90%,Owner Occupier,House,PAYG,Westpac,60,67,2419.52,836900
2022-12-01,Dec 2022,LMI11676,NSW,80-85%,First Home Buyer,House,Self-Employed,Westpac,30,43,6370.35,1258900
2022-12-01,Dec 2022,LMI11678,NSW,85-90%,Owner Occupier,Apartment,PAYG,Macquarie,60,67,4887.29,1597400
2022-12-01,Dec 2022,LMI11730,QLD,90-95%,Investor,House,PAYG,NAB,30,36,1566.01,512400
2022-12-01,Dec 2022,LMI11737,VIC,95%+,Owner Occupier,House,Self-Employed,Commonwealth Bank,60,49,6635.34,738000
2022-12-01,Dec 2022,LMI11758,VIC,95%+,Owner Occupier,House,PAYG,Bank of Queensland,30,36,4857.38,1111800
2022-12-01,Dec 2022,LMI11761,NSW,80-85%,Owner Occupier,House,Self-Employed,Macquarie,30,31,2905.96,1401300
2022-12-01,Dec 2022,LMI11766,NSW,90-95%,Investor,Apartment,Contract,ANZ,90+,173,6241.83,1059300
2022-12-01,Dec 2022,LMI11849,QLD,85-90%,Investor,House,PAYG,Westpac,30,44,4438.65,689900
2023-01-01,Jan 2023,LMI10009,SA,95%+,First Home Buyer,House,Self-Employed,Commonwealth Bank,30,16,2214.38,519100
2023-01-01,Jan 2023,LMI10010,WA,95%+,Owner Occupier,House,PAYG,Westpac,60,55,2970.43,666800
2023-01-01,Jan 2023,LMI10017,NSW,85-90%,Owner Occupier,House,Contract,ANZ,30,38,4481.78,750600
2023-01-01,Jan 2023,LMI10055,WA,95%+,Owner Occupier,Apartment,Self-Employed,Westpac,30,39,2481.58,512200
2023-01-01,Jan 2023,LMI10125,NSW,85-90%,Owner Occupier,House,PAYG,NAB,30,30,6073.97,920100
2023-01-01,Jan 2023,LMI10135,VIC,90-95%,Owner Occupier,House,Self-Employed,ING,60,74,7207.96,990300
2023-01-01,Jan 2023,LMI10156,NSW,80-85%,Owner Occupier,Townhouse,PAYG,Westpac,30,29,6427.75,1022700
2023-01-01,Jan 2023,LMI10227,QLD,90-95%,First Home Buyer,House,PAYG,ANZ,30,31,3627.4,541500
2023-01-01,Jan 2023,LMI10267,NSW,90-95%,Investor,House,PAYG,Macquarie,30,17,12329.95,1626100
2023-01-01,Jan 2023,LMI10335,VIC,85-90%,Investor,House,PAYG,Commonwealth Bank,30,45,4902.82,859500
2023-01-01,Jan 2023,LMI10338,NSW,85-90%,First Home Buyer,Apartment,Contract,Westpac,30,32,4684.87,1224600
2023-01-01,Jan 2023,LMI10379,WA,85-90%,Owner Occupier,House,PAYG,Westpac,90,87,3558.27,487400
2023-01-01,Jan 2023,LMI10421,VIC,90-95%,Owner Occupier,Townhouse,PAYG,Macquarie,30,15,3231.92,1052600
2023-01-01,Jan 2023,LMI10428,VIC,90-95%,Owner Occupier,House,PAYG,ING,60,55,1842.29,708700
2023-01-01,Jan 2023,LMI10468,NSW,85-90%,Owner Occupier,House,PAYG,Westpac,30,23,3648.18,717700
2023-01-01,Jan 2023,LMI10471,VIC,85-90%,Investor,Townhouse,PAYG,ANZ,30,41,4450.12,1063800
2023-01-01,Jan 2023,LMI10478,VIC,90-95%,First Home Buyer,Apartment,Contract,Westpac,30,35,4911.26,835800
2023-01-01,Jan 2023,LMI10487,NSW,90-95%,First Home Buyer,House,PAYG,Westpac,30,42,10370.33,1258100
2023-01-01,Jan 2023,LMI10523,VIC,90-95%,First Home Buyer,House,PAYG,NAB,30,36,2817.84,787800
2023-01-01,Jan 2023,LMI10547,NSW,85-90%,First Home Buyer,Apartment,PAYG,Macquarie,30,38,2271.9,640600
2023-01-01,Jan 2023,LMI10580,QLD,90-95%,Owner Occupier,House,Contract,Westpac,30,16,2929.68,412200
2023-01-01,Jan 2023,LMI10588,NSW,90-95%,Investor,House,PAYG,Commonwealth Bank,60,68,13941.36,1582400
2023-01-01,Jan 2023,LMI10606,NSW,95%+,Owner Occupier,Apartment,Self-Employed,NAB,90,85,4265.46,920200
2023-01-01,Jan 2023,LMI10622,VIC,90-95%,Investor,House,PAYG,ANZ,60,64,5114.35,928600
2023-01-01,Jan 2023,LMI10641,NSW,90-95%,Owner Occupier,Apartment,PAYG,ANZ,60,73,7346.91,1150300
2023-01-01,Jan 2023,LMI10699,NSW,95%+,Refinancer,Townhouse,PAYG,ANZ,30,16,4570.18,712300
2023-01-01,Jan 2023,LMI10729,VIC,90-95%,Investor,House,Self-Employed,ANZ,30,23,4564.64,1189500
2023-01-01,Jan 2023,LMI10773,NSW,90-95%,Investor,Apartment,PAYG,ING,60,52,13009.89,1695300
2023-01-01,Jan 2023,LMI10798,QLD,95%+,Owner Occupier,Apartment,PAYG,Westpac,90+,112,2097.66,415600
2023-01-01,Jan 2023,LMI10828,NSW,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,60,67,4352.6,975700
2023-01-01,Jan 2023,LMI10853,NSW,80-85%,First Home Buyer,Townhouse,Self-Employed,ANZ,30,20,5723.05,1080700
2023-01-01,Jan 2023,LMI10954,VIC,90-95%,First Home Buyer,House,Self-Employed,NAB,90,86,5232.59,1213400
2023-01-01,Jan 2023,LMI10966,NSW,90-95%,First Home Buyer,Apartment,PAYG,ANZ,30,17,5478.73,1146700
2023-01-01,Jan 2023,LMI10976,NSW,80-85%,Owner Occupier,Apartment,Contract,ANZ,30,22,5041.08,1224500
2023-01-01,Jan 2023,LMI11013,NSW,95%+,First Home Buyer,House,Self-Employed,Suncorp,90,79,8361.72,1684600
2023-01-01,Jan 2023,LMI11052,VIC,90-95%,Investor,Apartment,Contract,ANZ,30,27,7973.7,1074000
2023-01-01,Jan 2023,LMI11053,VIC,90-95%,Investor,House,Self-Employed,Commonwealth Bank,60,59,4251.86,536700
2023-01-01,Jan 2023,LMI11057,QLD,95%+,Owner Occupier,Apartment,Self-Employed,Commonwealth Bank,30,27,1508.79,666100
2023-01-01,Jan 2023,LMI11084,NSW,90-95%,Investor,House,PAYG,NAB,30,28,3220.91,1119300
2023-01-01,Jan 2023,LMI11163,NSW,90-95%,Investor,Apartment,PAYG,NAB,60,65,3134.31,1514100
2023-01-01,Jan 2023,LMI11287,NSW,90-95%,First Home Buyer,House,PAYG,Commonwealth Bank,30,41,5935.43,926800
2023-01-01,Jan 2023,LMI11323,NSW,90-95%,Investor,House,Contract,Commonwealth Bank,60,69,7335.15,1334000
2023-01-01,Jan 2023,LMI11326,NSW,90-95%,Owner Occupier,Townhouse,PAYG,Commonwealth Bank,30,33,1941.89,816100
2023-01-01,Jan 2023,LMI11335,VIC,95%+,Investor,Apartment,PAYG,Commonwealth Bank,30,22,5635.73,765600
2023-01-01,Jan 2023,LMI11339,VIC,85-90%,First Home Buyer,Apartment,PAYG,Macquarie,90,79,2435.45,702600
2023-01-01,Jan 2023,LMI11391,QLD,95%+,First Home Buyer,House,PAYG,Commonwealth Bank,30,32,5943.46,685200
2023-01-01,Jan 2023,LMI11395,NSW,90-95%,Refinancer,Apartment,PAYG,Commonwealth Bank,90,83,2562.05,985400
2023-01-01,Jan 2023,LMI11433,VIC,80-85%,Owner Occupier,House,PAYG,Commonwealth Bank,30,17,3743.22,605100
2023-01-01,Jan 2023,LMI11435,NSW,85-90%,First Home Buyer,Apartment,Self-Employed,Commonwealth Bank,60,72,5290.02,724700
2023-01-01,Jan 2023,LMI11504,NSW,90-95%,Owner Occupier,House,Self-Employed,Westpac,30,30,3625.72,1395500
2023-01-01,Jan 2023,LMI11586,NSW,95%+,Owner Occupier,Apartment,PAYG,NAB,30,36,14501.92,1696800
2023-01-01,Jan 2023,LMI11603,NSW,80-85%,First Home Buyer,House,PAYG,ANZ,90+,143,3906.27,811100
2023-01-01,Jan 2023,LMI11626,NSW,≤80%,Owner Occupier,House,PAYG,Commonwealth Bank,60,54,1146.09,558500
2023-01-01,Jan 2023,LMI11640,VIC,85-90%,Owner Occupier,House,PAYG,NAB,30,18,2201.45,639200
2023-01-01,Jan 2023,LMI11674,ACT,80-85%,Owner Occupier,House,PAYG,Bendigo Bank,30,17,4093.5,683600
2023-01-01,Jan 2023,LMI11788,NSW,80-85%,Owner Occupier,Apartment,Contract,Westpac,60,47,8631.61,1158000
2023-01-01,Jan 2023,LMI11825,NSW,85-90%,Owner Occupier,Apartment,PAYG,Commonwealth Bank,30,30,4704.74,818400
2023-01-01,Jan 2023,LMI11842,VIC,90-95%,Owner Occupier,House,Self-Employed,Bendigo Bank,60,49,7891.9,1149000
2023-01-01,Jan 2023,LMI11897,SA,80-85%,Investor,House,Contract,Bendigo Bank,60,64,1199.75,342800
2023-01-01,Jan 2023,LMI11901,VIC,90-95%,Owner Occupier,House,Self-Employed,NAB,60,75,4329.94,598600
2023-01-01,Jan 2023,LMI11909,NSW,80-85%,Owner Occupier,House,PAYG,ANZ,30,34,6396.42,1418500
2023-01-01,Jan 2023,LMI11916,WA,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,30,26,3949.59,733900
2023-01-01,Jan 2023,LMI11927,NSW,95%+,First Home Buyer,House,PAYG,NAB,30,45,3824.22,1112200
2023-02-01,Feb 2023,LMI10011,NSW,95%+,First Home Buyer,House,PAYG,ANZ,30,25,3904.68,825300
2023-02-01,Feb 2023,LMI10114,VIC,85-90%,First Home Buyer,House,PAYG,ANZ,90,88,3984.65,661600
2023-02-01,Feb 2023,LMI10166,QLD,80-85%,Owner Occupier,House,PAYG,Commonwealth Bank,30,25,1274.59,384600
2023-02-01,Feb 2023,LMI10196,QLD,90-95%,Owner Occupier,Apartment,PAYG,Bank of Queensland,30,30,3750.23,500200
2023-02-01,Feb 2023,LMI10209,NSW,90-95%,First Home Buyer,House,PAYG,ING,30,39,6093.31,834900
2023-02-01,Feb 2023,LMI10230,WA,85-90%,Owner Occupier,Townhouse,PAYG,Bendigo Bank,30,31,6073.98,688300
2023-02-01,Feb 2023,LMI10270,QLD,95%+,Owner Occupier,Apartment,Self-Employed,ANZ,30,18,4897.65,768600
2023-02-01,Feb 2023,LMI10286,VIC,85-90%,Owner Occupier,House,Contract,Commonwealth Bank,90,83,3641.45,563200
2023-02-01,Feb 2023,LMI10321,NSW,85-90%,First Home Buyer,Apartment,PAYG,NAB,30,42,5648.21,1042500
2023-02-01,Feb 2023,LMI10324,SA,85-90%,First Home Buyer,House,PAYG,ANZ,30,44,1736.95,478700
2023-02-01,Feb 2023,LMI10341,NSW,90-95%,Owner Occupier,House,PAYG,Macquarie,30,32,10242.29,1334000
2023-02-01,Feb 2023,LMI10392,NSW,95%+,Owner Occupier,Apartment,PAYG,ANZ,60,59,4030.83,820500
2023-02-01,Feb 2023,LMI10395,VIC,90-95%,Owner Occupier,Townhouse,PAYG,NAB,30,43,5409.57,815000
2023-02-01,Feb 2023,LMI10413,VIC,90-95%,Owner Occupier,Apartment,Contract,Westpac,30,22,3035.66,559000
2023-02-01,Feb 2023,LMI10432,ACT,80-85%,First Home Buyer,House,PAYG,NAB,30,45,2880.24,821900
2023-02-01,Feb 2023,LMI10436,NSW,90-95%,First Home Buyer,House,Self-Employed,Macquarie,30,18,8551.77,1114200
2023-02-01,Feb 2023,LMI10446,NSW,95%+,Owner Occupier,Apartment,Contract,NAB,30,19,10631.35,1390600
2023-02-01,Feb 2023,LMI10487,NSW,90-95%,First Home Buyer,House,PAYG,Westpac,30,37,10363.91,1258100
2023-02-01,Feb 2023,LMI10515,VIC,90-95%,Investor,House,PAYG,ING,30,26,3968.98,743700
2023-02-01,Feb 2023,LMI10523,VIC,90-95%,First Home Buyer,House,PAYG,NAB,30,22,3305.95,787800
2023-02-01,Feb 2023,LMI10617,VIC,90-95%,First Home Buyer,House,PAYG,Westpac,30,15,2679.94,1071600
2023-02-01,Feb 2023,LMI10638,NSW,85-90%,Owner Occupier,House,PAYG,Suncorp,30,17,11470.49,1451900
2023-02-01,Feb 2023,LMI10646,TAS,90-95%,First Home Buyer,Land,Self-Employed,Westpac,60,74,2275.34,560900
2023-02-01,Feb 2023,LMI10649,VIC,85-90%,Owner Occupier,House,Self-Employed,Commonwealth Bank,30,37,3099.45,634300
2023-02-01,Feb 2023,LMI10693,VIC,90-95%,Owner Occupier,Apartment,PAYG,ANZ,30,30,4803.93,772700
2023-02-01,Feb 2023,LMI10695,QLD,95%+,Owner Occupier,House,Contract,NAB,30,31,1434.14,515000
2023-02-01,Feb 2023,LMI10699,NSW,95%+,Refinancer,Townhouse,PAYG,ANZ,30,41,3339.55,712300
2023-02-01,Feb 2023,LMI10704,VIC,90-95%,Owner Occupier,House,PAYG,Macquarie,30,36,2318.98,821600
2023-02-01,Feb 2023,LMI10734,VIC,85-90%,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,45,6958.85,843600
2023-02-01,Feb 2023,LMI10838,QLD,90-95%,Owner Occupier,Apartment,Contract,ANZ,60,61,4657.43,641200
2023-02-01,Feb 2023,LMI10866,VIC,95%+,Owner Occupier,House,Contract,Commonwealth Bank,30,32,4394.9,848100
2023-02-01,Feb 2023,LMI10929,QLD,85-90%,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,26,5821.2,735000
2023-02-01,Feb 2023,LMI10966,NSW,90-95%,First Home Buyer,Apartment,PAYG,ANZ,30,26,10288.37,1146700
2023-02-01,Feb 2023,LMI11036,TAS,95%+,First Home Buyer,Townhouse,Contract,Commonwealth Bank,90,90,4710.79,530500
2023-02-01,Feb 2023,LMI11037,SA,90-95%,First Home Buyer,House,Self-Employed,ANZ,30,33,3875.33,467500
2023-02-01,Feb 2023,LMI11149,NSW,90-95%,Owner Occupier,House,Self-Employed,Commonwealth Bank,30,34,7898.99,1418800
2023-02-01,Feb 2023,LMI11197,VIC,85-90%,First Home Buyer,House,PAYG,Westpac,90,87,3131.65,672700
2023-02-01,Feb 2023,LMI11390,TAS,85-90%,Owner Occupier,House,PAYG,NAB,30,27,3276.65,472500
2023-02-01,Feb 2023,LMI11435,NSW,85-90%,First Home Buyer,Apartment,Self-Employed,Commonwealth Bank,60,71,1968.28,724700
